,Time,User,Tweet
380,2022-11-10 01:28:58+00:00,1500129642,Fox continues to try and appeal to an audience that will hate them no matter what https://t.co/NUpf5jLVcA
381,2022-11-10 01:24:07+00:00,1500129642,RT @RyanAFournier: BREAKING: Kari Lake is about to jump ahead of Katie Hobbs in Arizona! https://t.co/YPsGKDSQG7
382,2022-11-10 01:22:47+00:00,1500129642,"RT @KurtSchlichter: More initial thoughts on the midterms:

1. Competence is king for GOP - look at the governors. Voters choose us to do a…"
383,2022-11-10 01:22:35+00:00,1500129642,RT @Cernovich: Stalin
384,2022-11-10 00:58:50+00:00,1500129642,"Trump looks weak and jealous. Standing off on the sidelines throwing potshots at a winner who’s ignoring him. It’s just pitiful, really. https://t.co/GcwO2TO8q7"
385,2022-11-09 23:01:15+00:00,1500129642,I don’t know who to root for https://t.co/92c3FESgNO
386,2022-11-09 22:55:46+00:00,1500129642,"RT @DWoutofContext_: A devistating loss for @imbrettcooper and the Cooper Troopers. 💔

But @MattWalshBlog procedes to the final round to fa…"
387,2022-11-09 22:28:14+00:00,1500129642,"RT @ClayTravis: Joe Biden just said “it’s worth being looked at,” when asked if @elonmusk is a threat to national security. https://t.co/Aq…"
388,2022-11-09 22:21:58+00:00,1500129642,"How The Red Wave Became The Red Ripple | Ep. 1059

https://t.co/SA7Ms5Yiiw"
389,2022-11-09 20:58:46+00:00,1500129642,"Also, has the woman cop ever seen a gun before? How in the world did she mistake a walking stick for a firearm? What kind of firearm did she think he was carrying?"
390,2022-11-09 20:55:53+00:00,1500129642,Really they should be arrested themselves. When there's a totally clear cut case of abuse of power like this we need to make an example out of the offenders.
391,2022-11-09 20:54:03+00:00,1500129642,Sometimes these cop videos are taken out of context but in this case they literally just arrested this guy for having a walking stick. These officers need to be fired immediately. No excuse for this. https://t.co/Qn0PnG1ees
392,2022-11-09 20:42:28+00:00,1500129642,@CassandraRules He handed his administration over to Jared Kushner. He hired Omarossa. He made some of the worst personnel decisions I've ever seen by any Republican. And that's because he chooses people entirely based on how much they flatter him. There is no other qualification that matters.
393,2022-11-09 20:35:30+00:00,1500129642,In the last month I took down the child gender clinic at Vanderbilt and got the procedures banned across my entire state. Other than that yeah I guess I haven't been very productive recently. https://t.co/zFgN5qVMbH
394,2022-11-09 20:21:41+00:00,1500129642,RT @buttonslives: BREAKING: Tennessee lawmakers filed a bill to ban the controversial practice of pediatric medical gender transition in th…
395,2022-11-09 20:09:02+00:00,1500129642,This is basically my personal mantra https://t.co/dnUiDRlPPA
396,2022-11-09 20:08:59+00:00,1500129642,"RT @SaraGonzalesTX: Hey #txlege, expect that we WILL hold you accountable in January until you do the same."
397,2022-11-09 19:55:41+00:00,1500129642,"RT @conservmillen: Yes, GOP, we want culture warriors. We want you to fight against gender ideology, against abortion, against corporations…"
398,2022-11-09 19:04:55+00:00,1500129642,RT @SteveDeaceShow: No way out of the culture war. The only way out is through.
399,2022-11-09 18:51:09+00:00,1500129642,I've always said the fight for the country and the culture is generational. We lost it over generations. It will take generations to reclaim. You and I will never see the victory. Maybe our children will. That's okay. Our lot is to fight. Embrace it. Learn to enjoy it.
400,2022-11-09 18:44:57+00:00,1500129642,"RT @realchrisrufo: DeSantis knows how to fight the culture war as media combat, but more importantly, he knows how to fight the culture war…"
401,2022-11-09 18:17:09+00:00,1500129642,"Democrats are so pathetic that simply not losing by as much as expected counts as an unprecedented, historic victory"
402,2022-11-09 17:54:01+00:00,1500129642,"RT @SteveDeaceShow: Excellent point, but this becomes a DeSantis point as well. For we have to ask what did he do in such a notorious swing…"
403,2022-11-09 17:51:47+00:00,1500129642,RT @emeriticus: Doom and gloom is understandable and serves a venting purpose but it ultimately needs to end. Republicans bumbled into midt…
404,2022-11-09 17:44:56+00:00,1500129642,Remember when Ron DeSantis went all in against the groomers and trans indoctrinators and then proceeded to win by 20 points and flip his entire state red while also winning the Latino vote and taking entire Democrat voting blocs away from them? I remember that. https://t.co/G2nTM2mgYg
405,2022-11-09 16:40:52+00:00,1500129642,We can't do anything about the fact that Republicans in some other states chose losers like Dr. Oz. But we aren't going to let that stop us from fighting and winning.
406,2022-11-09 16:38:57+00:00,1500129642,We're full steam ahead here in Tennessee. Today the Protecting Children from Gender Mutilation Act was officially filed. It will ban the mutilation and drugging of gender-confused children and provide victims the right to sue for damages. We're still getting wins on the board.
407,2022-11-09 14:53:08+00:00,1500129642,I think he absolutely could fill stadiums across the country. But of course there's only one way to find out for sure. https://t.co/6oqm0MLFZZ
408,2022-11-09 14:33:27+00:00,1500129642,"RT @willchamberlain: DeSantis won Florida by 20

Almost no other Republicans exceeded expectations, anywhere"
409,2022-11-09 14:32:48+00:00,1500129642,RT @benshapiro: Last night was not a referendum on Democrats' excellence in governance; it was a referendum on Republicans lack of seriousn…
410,2022-11-09 14:06:09+00:00,1500129642,RT @MattWalshBlog: There was no red wave but neither was this any sort of resounding victory for the Democrats. We’re left with an electora…
411,2022-11-09 13:55:43+00:00,1500129642,"RT @SohrabAhmari: Hearty congratulations to my friend @JDVance1, the senator-elect from the Buckeye State. He will make a great leader for…"
412,2022-11-09 13:54:48+00:00,1500129642,"RT @SteveDeaceShow: Almost every Republican went with lockdowns. The worst GOP lockdown governor, DeWine, won big. However, three of the bi…"
413,2022-11-09 13:49:51+00:00,1500129642,RT @RNCResearch: CNN: “This will be the first time since Reconstruction that Florida won’t have any Democrats in state-wide office.” https:…
414,2022-11-09 13:44:50+00:00,1500129642,"RT @etonewowo: @AdamLBrinklow Name a Republican who actually went head on with those issues and lost

I’ll start with the ones that won, Gr…"
415,2022-11-09 13:33:26+00:00,1500129642,"You’re full of shit, of course. There were only a few races where the Republican made the trans agenda into a campaign issue and those were all wins for the GOP. DeSantis leaned into the issue and won in a blowout.

As for leering at kids in bathrooms, stop projecting you freak. https://t.co/wmQjPGoM5l"
416,2022-11-09 13:14:50+00:00,1500129642,"There was no red wave but neither was this any sort of resounding victory for the Democrats. We’re left with an electorate divided, confused, and uninspired. Neither party has a coherent message or competent leadership."
417,2022-11-09 12:55:30+00:00,1500129642,Most Americans are wildly dissatisfied with the direction of the country but Republicans weren’t able to harness that dissatisfaction. That speaks to a party without any kind of coherent or compelling national message. We need new leadership top to bottom. https://t.co/tbTrgNzFVS
418,2022-11-09 12:48:29+00:00,1500129642,The Republicans who had a clear cultural message won. But most of them didn’t have a message of any kind. That should be the takeaway here. https://t.co/yXnrhJmNaV
419,2022-11-09 12:25:45+00:00,1500129642,New York and Michigan both voted for feckless tyrants who locked them up during COVID but refuse to lock up actual criminals. They voted for tyranny. So let them have what they want. Good riddance.
420,2022-11-09 12:02:07+00:00,1500129642,"He should be fired and exiled to a desert island somewhere. He’s a total failure and one of the most useless and uninspiring Republicans we’ve ever seen, which is saying quite a lot. https://t.co/dGJMUdYelB"
421,2022-11-09 07:00:39+00:00,1500129642,RT @SteveDeaceShow: Preach
422,2022-11-09 06:58:50+00:00,1500129642,"RT @NickFondacaro: NBC marvels at DeSantis winning a majority of Latinos.
They're kind of shocked to realize they're not a monolith. Chuck…"
423,2022-11-09 06:52:49+00:00,1500129642,RT @Cernovich: Be sure to thank Sean Hannity for Dr Oz. 👍
424,2022-11-09 06:01:32+00:00,1500129642,Another brilliant Trump endorsement goes down in flames https://t.co/pjEGMsezAN
425,2022-11-09 05:54:03+00:00,1500129642,The Republican Party outside of Florida has no message. No discipline. No leadership. No courage to confront the important issues head on. That’s why they’re losing to literally brain damaged candidates. We need a total overhaul.
426,2022-11-09 05:45:56+00:00,1500129642,DeSantis blew the competition away while much of the rest of the Republican Party underperformed. What exactly is the argument against DeSantis 2024?
427,2022-11-09 04:06:01+00:00,1500129642,"Whatever else happens tonight, we can all take comfort in the fact that Stacy Abrams and Beto O’Rourke were humiliated"
428,2022-11-09 02:37:21+00:00,1500129642,"RT @realDailyWire: DeSantis: ""We have embraced freedom. We have maintained law and order. We have protected the rights of parents. We have…"
429,2022-11-09 01:05:19+00:00,1500129642,RT @libsoftiktok: Imagine waiting in line to vote for a candidate who encourages chopping off the breasts of healthy confused teenagers
430,2022-11-09 00:36:57+00:00,1500129642,Thank you but I actually don't have a lot of musical talent https://t.co/3eLEi3igFB
431,2022-11-09 00:32:41+00:00,1500129642,RT @SteveDeaceShow: You've done the Lord's work here @MattWalshBlog no doubt.
432,2022-11-08 23:24:55+00:00,1500129642,RT @davereaboi: And the fact that they don’t dare mention it in their postmortems is a tell.
433,2022-11-08 23:14:27+00:00,1500129642,If WIAW loses it can only be explained by voter suppression
434,2022-11-12 07:47:20+00:00,44196397,@WholeMarsBlog FSD V11 rolled out at 11:11pm Pacific
435,2022-11-12 07:36:39+00:00,44196397,🪦🤖
436,2022-11-12 07:04:19+00:00,44196397,Twitter is
437,2022-11-12 06:55:42+00:00,44196397,@KimDotcom @sama Not sure I have much to add
438,2022-11-12 06:47:53+00:00,44196397,@sama https://t.co/Im1hBlUihz
439,2022-11-12 06:14:13+00:00,44196397,FTX meltdown/ransack being tracked in real-time on Twitter
440,2022-11-12 01:56:17+00:00,44196397,@BillyM2k 🤔
441,2022-11-12 00:34:01+00:00,44196397,@SCHIZO_FREQ 🤣
442,2022-11-12 00:27:43+00:00,44196397,@alexgilbertnz @TechEmails It’s coming
443,2022-11-12 00:22:13+00:00,44196397,"@TechEmails Accurate. He set off my bs detector, which is why I did not think he had $3B."
444,2022-11-11 23:15:38+00:00,44196397,We’re adding a “Parody” subscript to clarify
445,2022-11-11 23:13:39+00:00,44196397,@chicago_glenn @BernieSanders @CommunityNotes 🤣
446,2022-11-11 23:09:22+00:00,44196397,"@BernieSanders Full answer to insulin price question is complex. Short answer is that original insulin, discovered in 1921 (not 1923), is inexpensive, costing as little as $25. 

New, higher efficacy analog variants of insulin are more expensive. @CommunityNotes

https://t.co/S4c0esI1vU"
447,2022-11-11 18:38:31+00:00,44196397,"@WholeMarsBlog It used to be:

“Internet guy will fail at rockets/cars!”

Now it is:

“Rockets/cars guy will fail at Internet!”

Literally from same media outlets 🤣🤣"
448,2022-11-11 18:34:56+00:00,44196397,RT @SpaceX: Happy Veterans Day to all those who have served! https://t.co/81iK9DBhKj
449,2022-11-11 18:28:47+00:00,44196397,@MostlyPeacefull lol
450,2022-11-11 18:24:51+00:00,44196397,@SawyerMerritt @BillyM2k @WholeMarsBlog Maybe should be default off? Subscriber is a way better name.
451,2022-11-11 18:16:34+00:00,44196397,"RT @TeslaCharging: In pursuit of our mission, today we are opening up our EV connector design →

https://t.co/HTk7Si9XZy https://t.co/vMKts…"
452,2022-11-11 18:16:20+00:00,44196397,@sama https://t.co/C8hn7Ohxt4
453,2022-11-11 18:05:52+00:00,44196397,"Mainstream media will still thrive, but increased competition from citizens will cause them to be more accurate, as their oligopoly on information is disrupted"
454,2022-11-11 17:53:18+00:00,44196397,@stillgray True
455,2022-11-11 17:52:04+00:00,44196397,This is from the video arcade &amp; bar area
456,2022-11-11 17:51:16+00:00,44196397,@EvaFoxU Interesting
457,2022-11-11 17:34:34+00:00,44196397,@TrungTPhan 🤣
458,2022-11-11 17:30:16+00:00,44196397,"As Twitter pursues the goal of elevating citizen journalism, media elite will try everything to stop that from happening"
459,2022-11-11 16:21:48+00:00,44196397,@JeffTutorials What is Quill?
460,2022-11-11 16:17:51+00:00,44196397,@paulg @micsolana 🥹
461,2022-11-11 16:14:45+00:00,44196397,Twitter HQ is great (this is a real pic) https://t.co/EiAXAF0CaE https://t.co/qjfOQCr533
462,2022-11-11 16:00:38+00:00,44196397,"@EvaFoxU @Reuters When @CommunityNotes rolls out worldwide, it will have a powerful impact on falsehoods"
463,2022-11-11 15:35:48+00:00,44196397,@Reuters False
464,2022-11-11 15:30:34+00:00,44196397,"@BTC_Archive Needs some tweaks, but overall proceeding well"
465,2022-11-11 08:36:05+00:00,44196397,"@WholeMarsBlog Agreed, necessary change"
466,2022-11-11 08:34:25+00:00,44196397,Hit all-time high of active users today
467,2022-11-11 08:20:46+00:00,44196397,"@TeslaTomMY1 2023 will probably be tough, but my companies are positioned well"
468,2022-11-11 07:42:42+00:00,44196397,Some epically funny tweets 🤣🤣
469,2022-11-11 07:38:08+00:00,44196397,@stillgray @EmmanuelMacron We will take action in this regard
470,2022-11-11 07:30:42+00:00,44196397,Quite the day!
471,2022-11-11 07:28:50+00:00,44196397,@EmmanuelMacron Absolument
472,2022-11-11 04:39:30+00:00,44196397,@WholeMarsBlog I agree
473,2022-11-11 01:58:16+00:00,44196397,@stillgray Absolutely
474,2022-11-11 01:57:02+00:00,44196397,@FeuxManning Yes
475,2022-11-11 01:56:34+00:00,44196397,"To be more precise, accounts doing parody impersonations. Basically, tricking people is not ok."
476,2022-11-11 01:51:49+00:00,44196397,"Going forward, accounts engaged in parody must include “parody” in their name, not just in bio"
477,2022-11-10 23:07:09+00:00,44196397,"@stoolpresidente Even I paid $8, no discount"
478,2022-11-10 19:15:51+00:00,44196397,Usage of Twitter continues to rise. One thing is for sure: it isn’t boring!
479,2022-11-10 19:04:26+00:00,44196397,@DojaCat You should be able to change your name now
480,2022-11-10 18:33:42+00:00,44196397,@gainzy222 I’d watch that movie 🍿
481,2022-11-10 18:29:12+00:00,44196397,@kcoleman Community Notes is a gamechanger for improving accuracy on Twitter!
482,2022-11-10 18:17:51+00:00,44196397,@Youssofal_ @BiasedGirl $8
483,2022-11-10 17:25:03+00:00,44196397,@Jeaia @StephenKing @Twitter @jack Yay!
484,2022-11-10 17:24:35+00:00,44196397,"@BiasedGirl Far too many corrupt legacy Blue “verification” checkmarks exist, so no choice but to remove legacy Blue in coming months"
485,2022-11-10 17:21:51+00:00,44196397,@farzyness @Twitter Indeed
486,2022-11-10 17:17:22+00:00,44196397,I love when people complain about Twitter … on Twitter 🤣🤣
487,2022-11-10 17:05:40+00:00,44196397,@TechAmazing Wow
488,2022-11-10 17:02:46+00:00,44196397,@HansMahncke @micsolana 🤣🤣
489,2022-11-10 16:46:33+00:00,44196397,@StephenKing 👻
490,2022-11-10 16:41:54+00:00,44196397,https://t.co/FxdcXa1I7i
491,2022-11-10 15:59:25+00:00,44196397,@DJSnM I’m not seeing much spam in this reply
492,2022-11-10 15:49:06+00:00,44196397,@davidzweig Yes
493,2022-11-10 08:25:16+00:00,44196397,@Ki_PenYakki_ay Coming
494,2022-11-10 08:20:04+00:00,44196397,@JimMFelton 🤣🤣
495,2022-11-10 08:15:04+00:00,44196397,"@mcuban It’s working for me. That said, we can definitely make the verified mentions tab more usable."
496,2022-11-10 08:08:11+00:00,44196397,@chhcalling What does a tosh look like?
497,2022-11-10 07:47:53+00:00,44196397,Are you seeing far fewer bots/scams/spam?
498,2022-11-10 06:51:26+00:00,44196397,@Teslaconomics It’s awesome 🫐
499,2022-11-10 06:44:47+00:00,44196397,@DojaCat Pretty funny though 🤣🤣
500,2022-11-10 06:42:02+00:00,44196397,@DojaCat Working on it!
501,2022-11-10 02:59:32+00:00,44196397,@GooseWayn That’s coming
502,2022-11-10 02:56:41+00:00,44196397,@Pentosh1 You’re welcome!
503,2022-11-10 02:43:53+00:00,44196397,@TeslaAIBot 🤣
504,2022-11-10 02:37:38+00:00,44196397,"@micsolana Rollout of new verified Blue is intentionally limited just to iOS in a few countries with very little promotion. 

As we iron out issues, we will expand worldwide on all platforms."
505,2022-11-10 01:38:32+00:00,44196397,"@micsolana In days to come, we’ll add granularity to verified badge, such as organizational affiliation &amp; ID verification"
506,2022-11-10 00:45:30+00:00,44196397,"@micsolana We are changing the text to say “Legacy Verified. Could be notable, but could also be bogus.”"
507,2022-11-09 23:14:53+00:00,44196397,@guslabu @tomwarren 🎯😎💰
508,2022-11-09 23:04:29+00:00,44196397,@StarringShane Subscription Blue is better than legacy Blue. I switched over.
509,2022-11-09 19:29:02+00:00,44196397,@PPathole The goal of Twitter DMs is to superset Signal
510,2022-11-09 19:27:28+00:00,44196397,@eglyman @tryramp @Twitter Twitter is growing super fast. I hope it continues!!
511,2022-11-09 19:22:40+00:00,44196397,"@EvaFoxU @BillyM2k Hopefully, as soon as next week"
512,2022-11-09 19:15:15+00:00,44196397,@BillyM2k Totally agree!
513,2022-11-09 18:56:24+00:00,44196397,RT @robinw: https://t.co/05QY6u4FSD
514,2022-11-09 17:58:22+00:00,44196397,"@TOIPlus Nope, I was alway 🥜 !"
515,2022-11-09 17:57:21+00:00,44196397,@ZubyMusic Yeah
516,2022-11-09 17:37:21+00:00,44196397,@lawrencekitema @SpaceNews_Inc Congratulations!
517,2022-11-09 17:13:27+00:00,44196397,@SpaceNews_Inc Rockets that aren’t reusable have no future
518,2022-11-09 17:12:32+00:00,44196397,@SciGuySpace Finally
519,2022-11-09 16:44:47+00:00,44196397,"Please note that Twitter will do lots of dumb things in coming months. 

We will keep what works &amp; change what doesn’t."
520,2022-11-09 16:40:53+00:00,44196397,Complaint hotline operator online! Please mention your complaints below.
521,2022-11-09 16:39:18+00:00,44196397,@MKBHD Blue check will be the great leveler
522,2022-11-09 16:38:37+00:00,44196397,@MKBHD I just killed it
523,2022-11-09 16:29:36+00:00,44196397,@nichegamer Actual fun stuff FTW!!
524,2022-11-09 16:29:12+00:00,44196397,@nichegamer 😎
525,2022-11-09 16:28:33+00:00,44196397,"@ID_AA_Carmack Should be noted that a significant percentage of these accounts are not real people, but some proportion are"
526,2022-11-09 16:03:46+00:00,44196397,"@jasontoff This is super messed up. Unfortunately, many such things occurred at Twitter. Even worse was done in later years. 

Meaningful growth happens when utility &amp; entertainment value improve. That will be our focus going forward.

No more fake numbers &amp; pseudo growth."
527,2022-11-09 00:52:20+00:00,44196397,@micsolana When reality is indistinguishable from satire
528,2022-11-08 21:09:26+00:00,44196397,@WholeMarsBlog ✌️
529,2022-11-08 21:08:30+00:00,44196397,"@monitoringbias It is borderline illegal to support Republicans in San Francisco! 

Even admitting you know some is pretty bad 🤣"
530,2022-11-08 20:12:35+00:00,44196397,@TrungTPhan 🤣
531,2022-11-08 20:10:24+00:00,44196397,@BillyM2k 🤣
532,2022-11-08 20:08:38+00:00,44196397,@ZubyMusic Good point
533,2022-11-12 16:48:57+00:00,19017675,This country is going to the dogs and our politicians are to blame. https://t.co/ceo9YpkSpT
534,2022-11-12 15:56:46+00:00,19017675,What are you doing about this @SuellaBraverman? https://t.co/ceo9YpkkAl
535,2022-11-12 14:10:58+00:00,19017675,These people care nothing for our country or the sacrifices of the past. What is happening in London today is a disgrace! https://t.co/4UTdADEPn7
536,2022-11-12 13:02:27+00:00,19017675,Remembrance weekend in London and Albanians have taken over Westminster Bridge for a protest. This is what our politicians have done to us.
537,2022-11-11 19:06:17+00:00,19017675,RT @NileGardiner: An absolute disgrace.
538,2022-11-11 19:05:50+00:00,19017675,"RT @AidanMageeTV: Friday Night Feast @ 7pm.
Hope you can join us. https://t.co/Esl1nURfTt"
539,2022-11-11 16:21:43+00:00,19017675,"Come to the UK illegally, get escorted by the French Navy and then smoke cannabis in a hotel paid for by the British taxpayer. It is beyond a joke. https://t.co/qdqshvaGbd"
540,2022-11-11 14:59:59+00:00,19017675,Will @JoeBiden return the tens of millions in political donations received from Sam Bankman-Fried of FTX? https://t.co/pl45CihF9U
541,2022-11-11 11:05:21+00:00,19017675,"If you were not able to observe the silence at 11 o’clock, take time at some point today to reflect on the huge sacrifices made for our freedom. #RemembranceDay"
542,2022-11-11 10:56:56+00:00,19017675,"Apply for a ticket now!!

https://t.co/fCICORAy3C"
543,2022-11-11 09:12:22+00:00,19017675,"RT @TiceRichard: BREAKING:

 ⁦@reformparty_uk⁩ hit record high 8% in latest poll by ⁦@PeoplePolling

Onwards and upwards🙏⁩  https://t.co/DX…"
544,2022-11-11 08:35:47+00:00,19017675,"It's happening. The next insurgency has begun.

This one aims to replace the globalist, lying Conservative party. https://t.co/SHMm6u8oVD"
545,2022-11-10 20:23:17+00:00,19017675,"Nursing sudden losses in the crypto market? 

The culprit, Sam Bankman-Fried, just happens to be the one of the biggest individual donors to Biden’s Democrats."
546,2022-11-10 18:36:35+00:00,19017675,Not particularly encouraging that Hunter Biden gets to decide who runs for President. https://t.co/ga8CS02FjA
547,2022-11-10 17:51:53+00:00,19017675,How can the American public trust the integrity of elections with this shambolic system? https://t.co/XgtyWdTEYo
548,2022-11-10 16:03:54+00:00,19017675,"Grab your tickets for the big Comedy Unleashed night sponsored by GETTR on November 21st. ⬇️ 

https://t.co/PCUx54JxcU"
549,2022-11-10 15:59:22+00:00,19017675,"RT @UnleashedComedy: UK / USA Comedy Night
Monday 21st Nov. @Backyard_Comedy 
@andrewlawrence returns to the stage!
@TimRunsHisMouth is fly…"
550,2022-11-09 18:56:51+00:00,19017675,Live in 5… 🚨 https://t.co/Qtp9WUQJp4
551,2022-11-09 18:16:17+00:00,19017675,"The Just Stop Oil protestors are spoiled, upper middle class brats. https://t.co/KZOWJg1n6j"
552,2022-11-09 16:53:23+00:00,19017675,"RT @ElectionWiz: All this Trump v. DeSantis talk is juicy, but under the hood, there's a far more pressing issue: Democrats fortified their…"
553,2022-11-09 15:35:29+00:00,19017675,Mass postal voting before polling day changes election results.
554,2022-11-09 14:43:50+00:00,19017675,"This is disgraceful! Pity the staff who have been sacked. The impact of this on the Conservative vote is huge. 

https://t.co/MjTABB1NYG"
555,2022-11-09 12:53:23+00:00,19017675,"For those of you who have been asking, here is the Crowdfunder page for the campaign to save Simpson’s Tavern. ⬇️ 

https://t.co/MWprt3ZcHz"
556,2022-11-09 10:55:05+00:00,19017675,"RT @GBNEWS: 'Does it give Donald Trump the huge springboard he would've hoped for? I'm not sure it does.'

@Nigel_Farage reports from Arizo…"
557,2022-11-09 07:55:47+00:00,19017675,Tonight is a disappointment for the Republican Party. The polls were wrong and the red wave is a ripple. Massive early voting has changed American politics.
558,2022-11-09 07:03:08+00:00,19017675,"RT @danwootton: Anyone else wishing DeSantis could come to the UK and sort out the Conservative party?
Florida is where woke comes to die!…"
559,2022-11-09 06:50:51+00:00,19017675,"RT @joepike: “I think Kari Lake is the perfect pick [to be Donald Trump’s Vice President].”

“I think there is a better than 50% chance tha…"
560,2022-11-08 23:51:02+00:00,19017675,"RT @KDORR_USA: TUNE IN SHORTLY!

The @GETTRofficial gang is going live with our community-driven election night special with special guests…"
561,2022-11-08 23:41:25+00:00,19017675,You cannot be serious mate. https://t.co/2KxZkeuBUO
562,2022-11-08 22:55:53+00:00,19017675,"RT @GBNEWS: 'She is the future of the Republican Party, of that I have no doubt.'

@Nigel_Farage joins Dan Wootton to discuss the midterm e…"
563,2022-11-08 21:32:10+00:00,19017675,"The @GBNews team have led the way throughout this Channel Migrant Emergency.

Mainstream media couldn’t care less. 

 https://t.co/iVRMKR3H37"
564,2022-11-08 21:01:31+00:00,19017675,"The rest of you will be on NHS waiting lists for a very long time. 

But only the best for the Manston migrants. https://t.co/uebqyJh5BR"
565,2022-11-08 20:23:11+00:00,19017675,Always a pleasure to bump into @sherifflamb1. 🇺🇸 https://t.co/yn8jzWKDzr
566,2022-11-08 19:59:55+00:00,19017675,A superb evening of election coverage over on @GETTRofficial tonight. Don’t miss it. 💥 https://t.co/of5GMalycr
567,2022-11-08 18:55:13+00:00,19017675,"RT @GBNEWS: 🇺🇸 Farage, live from Arizona from 7pm - only on GB News.

As Rishi Sunak plans to make a deal on gas with the USA, @Nigel_Farag…"
568,2022-11-08 18:39:51+00:00,19017675,What a farcical state of affairs. https://t.co/t23kMkaBGP
569,2022-11-08 17:29:54+00:00,19017675,"Simpson’s Tavern, established in 1757, has been one my favourite haunts for decades — but now its future is in jeopardy. 

Please share the article below far and wide. 

We must save this great institution.

https://t.co/QFMj8ThjAw"
570,2022-11-08 14:51:33+00:00,19017675,"It's happening, The Donald is going to run! https://t.co/rYRMLzkTdg"
571,2022-11-08 13:27:02+00:00,19017675,"Early morning from Arizona, where I hope @KariLake wins today. 

She will go on to be a huge star in the Republican Party. 

https://t.co/xbkFcivq2w"
572,2022-11-08 13:12:18+00:00,19017675,RT @Daily_Express: Nigel Farage slams Democrat's 'lawless' America as he heads across pond for midterms @Nigel_Farage #midterm #elections #…
573,2022-11-08 08:56:03+00:00,19017675,"RT @matt_dathan: Excl: The Tories are on course to lose the next election over their failure to tackle the Channel migrant crisis alone.

T…"
574,2022-11-08 01:04:49+00:00,19017675,"GETTR CEO Jason Miller on GB News tonight: 

“I don’t think Twitter can be turned around.” https://t.co/dG8QvsfEdC"
575,2022-11-07 23:04:49+00:00,19017675,"This whole system is beyond parody. Abolish the House of Lords. 

 https://t.co/tjkdJuEhCw"
576,2022-11-07 22:37:23+00:00,19017675,"RT @GBNEWS: ‘You heard it first here from Jason Miller and if he doesn’t know, no one does.’

Jason Miller tells @Nigel_Farage when we can…"
577,2022-11-07 21:15:58+00:00,19017675,"Will Donald Trump stand for President in 2024? 

See what @JasonMillerinDC had to say on @GBNEWS tonight. ⬇️ https://t.co/IHfxKujANj"
578,2022-11-07 18:29:53+00:00,19017675,"Live from New York on @GBNEWS in 30 minutes. 

COP27, so-called “climate reparations” and the US midterms are all on the agenda tonight… 

📺 Freeview 236, Sky 515, Virgin 604 https://t.co/IZSsfYFG62"
579,2022-11-07 14:46:59+00:00,19017675,On my way to the USA for the midterm elections. 🇺🇸 https://t.co/809tAP9FpK
580,2022-11-07 12:06:55+00:00,19017675,Watching @BorisJohnson speak at COP 27 this morning. I think he and Ed Miliband should be in the same party. Perhaps the truth is that they already are.
581,2022-11-07 10:56:12+00:00,19017675,Ed Miliband’s “climate reparations” shows that people like him on the left have lost their marbles. #COP27
582,2022-11-07 07:41:02+00:00,19017675,"How ghastly it is to see George Osborne back at the heart of power. 

 https://t.co/ouCSAehHSa"
583,2022-11-07 07:37:55+00:00,19017675,"RT @JamesMelville: COP27 is sponsored by Coca-Cola - the world’s top plastic polluter, who produce 120 billion throwaway plastic bottles a…"
584,2022-11-06 19:39:23+00:00,19017675,"Christmas is coming. Book me on Cameo! 

➡️ https://t.co/uPdkQjyLCU https://t.co/y9L9JuccJl"
585,2022-11-06 17:00:05+00:00,19017675,"Don’t forget to follow me over on @GETTRofficial. ⬇️ 

https://t.co/qJC4DiOLIz"
586,2022-11-06 00:56:19+00:00,19017675,"RT @JasonMillerinDC: .@GETTROfficial @GETTRBrasilOfc

🇧🇷 Brazilian signups yest.: 106,958

🇧🇷 Brazilian signups last 7 days: 175,759
 
🇧🇷 B…"
587,2022-11-05 18:08:36+00:00,19017675,"The left are trying to change the narrative on illegal crossings. 

https://t.co/hCDas7mM4U"
588,2022-11-04 18:37:11+00:00,19017675,Elon Musk has fired the entire “Human Rights” team at Twitter HQ. How will we survive?
589,2022-11-04 15:15:54+00:00,19017675,"RT @edwest: 'Two years ago, 50 Albanians arrived in the UK in small boats. Last year, it was 800. And this year, so far, it’s been 12,000,…"
590,2022-11-04 11:14:18+00:00,19017675,"The Chancellor tells us there is a £50bn black hole in the public finances. 

Instead of raising taxes, let’s scrap HS2! https://t.co/2XHKW4w1zp"
591,2022-11-04 10:44:01+00:00,19017675,"RT @PrisonPlanet: High taxes and open borders.

Why even bother electing a Labour government, we basically already have one?"
592,2022-11-03 21:32:32+00:00,19017675,"The Government's official travel advice claims Albania is a safe and welcoming country with some of the best beaches in the world.

https://t.co/uVkxunILMP"
593,2022-11-03 20:33:28+00:00,19017675,"Not a single person who voted Brexit on June 23rd 2016 would have possibly imagined that 80,000 illegal migrants would have invaded our country by boat in the years to come. https://t.co/V9NZsGihK8"
594,2022-11-03 18:35:21+00:00,19017675,This shows the madness that we are living through. The Tories have failed us all. https://t.co/YnyvjgdnwE
595,2022-11-03 17:54:29+00:00,19017675,"Farage at Large LIVE from Stoke-on-Trent from 7pm…

Has something gone terribly wrong at the North Stafford Hotel? 

📺 Freeview 236, Sky 515, Virgin 604

 https://t.co/NVWKtnYUMs"
